Ticker Market Sector
VOXX NASDAQ Consumer_Goods
VRML NASDAQ Healthcare
VRNT NASDAQ Technology
VRSN NASDAQ Technology
VRTU NASDAQ Technology
VRTX NASDAQ Healthcare
VSAT NASDAQ Technology
VSEC NASDAQ Services
VTNR NASDAQ Industrial_Goods
VVUS NASDAQ Healthcare
VXRT NASDAQ Healthcare
WBA NASDAQ Services
WDC NASDAQ Technology
WDFC NASDAQ Basic_Materials
WEB NASDAQ Technology
WEN NASDAQ Services
WERN NASDAQ Services
WEYS NASDAQ Consumer_Goods
WHLM NASDAQ Services
WIN NASDAQ Technology
WINA NASDAQ Services
WIRE NASDAQ Technology
WLB NASDAQ Basic_Materials
WLDN NASDAQ Services
WLFC NASDAQ Services
WMGI NASDAQ Healthcare
WSCI NASDAQ Industrial_Goods
WSTG NASDAQ Services
WSTL NASDAQ Technology
WVVI NASDAQ Consumer_Goods
WWD NASDAQ Industrial_Goods
WYNN NASDAQ Services
XCRA NASDAQ Technology
XEL NASDAQ Utilities
XLNX NASDAQ Technology
XOMA NASDAQ Healthcare
XPLR NASDAQ Technology
XRAY NASDAQ Healthcare
YORW NASDAQ Utilities
YRCW NASDAQ Services
YTEN NASDAQ Basic_Materials
ZAGG NASDAQ Services
ZBRA NASDAQ Industrial_Goods
ZEUS NASDAQ Basic_Materials
ZIOP NASDAQ Healthcare
ZIXI NASDAQ Technology
ZN NASDAQ Basic_Materials
ZUMZ NASDAQ Services
A NYSE Healthcare
AA NYSE Basic_Materials
AAN NYSE Services
AAP NYSE Services
ABC NYSE Services
ABG NYSE Services
ABM NYSE Services
ABT NYSE Healthcare
ACCO NYSE Consumer_Goods
ACM NYSE Services
ACU NYSE Consumer_Goods
ACY NYSE Services
ADM NYSE Consumer_Goods
ADS NYSE Services
AE NYSE Basic_Materials
AEE NYSE Utilities
AEO NYSE Services
AEP NYSE Utilities
AES NYSE Utilities
AET NYSE Healthcare
AGCO NYSE Industrial_Goods
AGN NYSE Healthcare
AGS NYSE Services
AGX NYSE Industrial_Goods
AHC NYSE Services
AIN NYSE Industrial_Goods
AIR NYSE Industrial_Goods
AIRI NYSE Industrial_Goods
AIT NYSE Services
AJRD NYSE Industrial_Goods
AKS NYSE Basic_Materials
ALB NYSE Basic_Materials
ALE NYSE Utilities
ALG NYSE Industrial_Goods
ALK NYSE Services
AME NYSE Industrial_Goods
AMN NYSE Industrial_Goods
AMS NYSE Healthcare
AN NYSE Services
ANF NYSE Services
ANTM NYSE Healthcare
AOI NYSE Consumer_Goods
AOS NYSE Industrial_Goods
AP NYSE Industrial_Goods
APA NYSE Basic_Materials
APC NYSE Basic_Materials
APD NYSE Basic_Materials
APH NYSE Technology
APHB NYSE Healthcare
APRN NYSE Services
APU NYSE Utilities
ARC NYSE Services
ARNC NYSE Basic_Materials
ARW NYSE Services
ASGN NYSE Services
ASH NYSE Basic_Materials
ATI NYSE Industrial_Goods
ATO NYSE Utilities
ATR NYSE Consumer_Goods
ATU NYSE Industrial_Goods
AVA NYSE Utilities
AVD NYSE Basic_Materials
AVP NYSE Consumer_Goods
AVT NYSE Services
AVX NYSE Technology
AVY NYSE Consumer_Goods
AWI NYSE Industrial_Goods
AWR NYSE Utilities
AXE NYSE Services
AXL NYSE Consumer_Goods
AXR NYSE Services
AYI NYSE Technology
AYR NYSE Services
AZO NYSE Services
AZZ NYSE Industrial_Goods
B NYSE Industrial_Goods
BA NYSE Industrial_Goods
BAS NYSE Basic_Materials
BAX NYSE Healthcare
BBG NYSE Basic_Materials
BBW NYSE Services
BBY NYSE Services
BC NYSE Consumer_Goods
BCO NYSE Services
BDC NYSE Industrial_Goods
BDL NYSE Services
BDX NYSE Healthcare
BF-A NYSE Consumer_Goods
BF-B NYSE Consumer_Goods
BG NYSE Consumer_Goods
BGC NYSE Industrial_Goods
BGG NYSE Industrial_Goods
BGS NYSE Consumer_Goods
BH NYSE Services
BHE NYSE Technology
BID NYSE Services
BIG NYSE Services
BIO NYSE Healthcare
BKD NYSE Healthcare
BKE NYSE Services
BKH NYSE Utilities
BKI NYSE Consumer_Goods
BKS NYSE Services
BLL NYSE Consumer_Goods
BMI NYSE Technology
BMS NYSE Consumer_Goods
BMY NYSE Healthcare
BPL NYSE Basic_Materials
BPT NYSE Basic_Materials
BR NYSE Technology
BRC NYSE Technology
BRN NYSE Basic_Materials
BRS NYSE Basic_Materials
BSX NYSE Healthcare
BTN NYSE Consumer_Goods
BTX NYSE Healthcare
BVX NYSE Healthcare
BWA NYSE Consumer_Goods
BWL-A NYSE Services
BWP NYSE Basic_Materials
BXC NYSE Services
BXG NYSE Services
BYD NYSE Services
BZH NYSE Industrial_Goods
CAA NYSE Industrial_Goods
CACI NYSE Technology
CAG NYSE Consumer_Goods
CAH NYSE Services
CAI NYSE Services
CAL NYSE Consumer_Goods
CAT NYSE Industrial_Goods
CATO NYSE Services
CAW NYSE Consumer_Goods
CBB NYSE Technology
CBK NYSE Services
CBM NYSE Healthcare
CBS NYSE Services
CBT NYSE Basic_Materials
CBZ NYSE Services
CCC NYSE Industrial_Goods
CCE NYSE Consumer_Goods
CCF NYSE Industrial_Goods
CCI NYSE Technology
CCK NYSE Consumer_Goods
CCL NYSE Services
CCO NYSE Services
CDE NYSE Basic_Materials
CE NYSE Basic_Materials
CEQP NYSE Basic_Materials
CF NYSE Basic_Materials
CGI NYSE Services
CHD NYSE Consumer_Goods
CHE NYSE Healthcare
CHH NYSE Services
CHK NYSE Basic_Materials
CHS NYSE Services
CI NYSE Healthcare
CIEN NYSE Technology
CIR NYSE Industrial_Goods
CIX NYSE Services
CJ NYSE Basic_Materials
CKH NYSE Basic_Materials
CL NYSE Consumer_Goods
CLF NYSE Basic_Materials
CLGX NYSE Technology
CLH NYSE Industrial_Goods
CLR NYSE Basic_Materials
CLX NYSE Consumer_Goods
CMC NYSE Basic_Materials
CMG NYSE Services
CMI NYSE Industrial_Goods
CMP NYSE Basic_Materials
CMS NYSE Utilities
CMT NYSE Consumer_Goods
CNC NYSE Healthcare
CNK NYSE Services
CNP NYSE Utilities
CNX NYSE Basic_Materials
CODI NYSE Conglomerates
COG NYSE Basic_Materials
COL NYSE Industrial_Goods
COO NYSE Healthcare
COP NYSE Basic_Materials
CPB NYSE Consumer_Goods
CPE NYSE Basic_Materials
CPK NYSE Utilities
CPN NYSE Utilities
CQP NYSE Basic_Materials
CR NYSE Industrial_Goods
CRI NYSE Consumer_Goods
CRK NYSE Basic_Materials
CRL NYSE Healthcare
CRM NYSE Technology
CRR NYSE Basic_Materials
CRS NYSE Industrial_Goods
CRT NYSE Basic_Materials
CRVP NYSE Consumer_Goods
CRY NYSE Healthcare
CSL NYSE Consumer_Goods
CSS NYSE Services
CSU NYSE Healthcare
CSV NYSE Services
CTB NYSE Consumer_Goods
CTL NYSE Technology
CTS NYSE Technology
CUB NYSE Technology
CUO NYSE Industrial_Goods
CVA NYSE Industrial_Goods
CVG NYSE Services
CVI NYSE Basic_Materials
CVM NYSE Healthcare
CVR NYSE Industrial_Goods
CVS NYSE Healthcare
CVU NYSE Industrial_Goods
CVX NYSE Basic_Materials
CW NYSE Industrial_Goods
CWT NYSE Utilities
CXO NYSE Basic_Materials
CYH NYSE Healthcare
D NYSE Utilities
DAL NYSE Services
DAN NYSE Consumer_Goods
DAR NYSE Industrial_Goods
DBD NYSE Technology
DCI NYSE Industrial_Goods
DCO NYSE Industrial_Goods
DDD NYSE Technology
DDE NYSE Services
DDS NYSE Services
DE NYSE Industrial_Goods
DECK NYSE Consumer_Goods
DEL NYSE Industrial_Goods
DF NYSE Consumer_Goods
DGSE NYSE Services
DGX NYSE Healthcare
DHI NYSE Industrial_Goods
DHR NYSE Industrial_Goods
DHX NYSE Services
DIN NYSE Services
DIS NYSE Services
DIT NYSE Services
DK NYSE Basic_Materials
DKS NYSE Services
DLA NYSE Consumer_Goods
DLB NYSE Technology
DLX NYSE Services
DNB NYSE Technology
DNR NYSE Basic_Materials
DO NYSE Basic_Materials
DOV NYSE Industrial_Goods
DPW NYSE Technology
DPZ NYSE Services
DRI NYSE Services
DRQ NYSE Basic_Materials
DSS NYSE Services
DST NYSE Technology
DSW NYSE Services
DTE NYSE Utilities
DUK NYSE Utilities
DVA NYSE Healthcare
DVD NYSE Services
DVN NYSE Basic_Materials
DXR NYSE Healthcare
DY NYSE Industrial_Goods
EAT NYSE Services
EBF NYSE Consumer_Goods
EBS NYSE Healthcare
ECL NYSE Consumer_Goods
ED NYSE Utilities
EE NYSE Utilities
EEP NYSE Basic_Materials
EEQ NYSE Basic_Materials
EGHT NYSE Technology
EGN NYSE Basic_Materials
EGY NYSE Basic_Materials
EIX NYSE Utilities
EL NYSE Consumer_Goods
ELY NYSE Consumer_Goods
EMAN NYSE Technology
EME NYSE Industrial_Goods
EMN NYSE Basic_Materials
EMR NYSE Industrial_Goods
ENLC NYSE Basic_Materials
ENLK NYSE Basic_Materials
ENS NYSE Industrial_Goods
ENSV NYSE Basic_Materials
ENZ NYSE Healthcare
EOG NYSE Basic_Materials
EPC NYSE Consumer_Goods
EPD NYSE Basic_Materials
EPM NYSE Basic_Materials
EQT NYSE Basic_Materials
ES NYSE Utilities
ESE NYSE Technology
ESL NYSE Industrial_Goods
ESNC NYSE Industrial_Goods
ESP NYSE Technology
ESTE NYSE Basic_Materials
ETE NYSE Basic_Materials
ETH NYSE Consumer_Goods
ETM NYSE Services
ETP NYSE Basic_Materials
ETR NYSE Utilities
EVC NYSE Services
EVI NYSE Services
EVRI NYSE Services
EW NYSE Healthcare
EXC NYSE Utilities
EXP NYSE Industrial_Goods
F NYSE Consumer_Goods
FC NYSE Services
FCN NYSE Services
FCX NYSE Basic_Materials
FDS NYSE Technology
FDX NYSE Services
FE NYSE Utilities
FGP NYSE Basic_Materials
FICO NYSE Technology
FIS NYSE Technology
FIX NYSE Industrial_Goods
FL NYSE Consumer_Goods
FLO NYSE Consumer_Goods
FLR NYSE Industrial_Goods
FLS NYSE Industrial_Goods
FMC NYSE Basic_Materials
FOE NYSE Basic_Materials
FRD NYSE Basic_Materials
FSS NYSE Industrial_Goods
FTI NYSE Basic_Materials
FTK NYSE Basic_Materials
FUL NYSE Basic_Materials
FUN NYSE Services
GATX NYSE Services
GBX NYSE Services
GCO NYSE Services
GD NYSE Industrial_Goods
GE NYSE Industrial_Goods
GEF NYSE Consumer_Goods
GEL NYSE Basic_Materials
GEN NYSE Healthcare
GES NYSE Services
GFF NYSE Industrial_Goods
GGG NYSE Industrial_Goods
GHC NYSE Services
GHM NYSE Industrial_Goods
GIS NYSE Consumer_Goods
GLOW NYSE Technology
GLP NYSE Services
GLT NYSE Consumer_Goods
GLW NYSE Technology
GME NYSE Services
GMO NYSE Basic_Materials
GORO NYSE Basic_Materials
GPC NYSE Services
GPI NYSE Services
GPK NYSE Consumer_Goods
GPN NYSE Services
GPS NYSE Services
GPX NYSE Services
GRA NYSE Basic_Materials
GRC NYSE Industrial_Goods
GSB NYSE Technology
GST NYSE Basic_Materials
GTN NYSE Services
GTT NYSE Technology
GV NYSE Industrial_Goods
GVA NYSE Industrial_Goods
GVP NYSE Technology
GWR NYSE Services
GWW NYSE Services
GXP NYSE Utilities
HAE NYSE Healthcare
HAL NYSE Basic_Materials
HBI NYSE Consumer_Goods
HD NYSE Services
HE NYSE Utilities
HEB NYSE Healthcare
HEI NYSE Industrial_Goods
HEI-A NYSE Industrial_Goods
HEP NYSE Basic_Materials
HES NYSE Basic_Materials
HFC NYSE Basic_Materials
HGT NYSE Basic_Materials
HHS NYSE Services
HIL NYSE Services
HK NYSE Basic_Materials
HL NYSE Basic_Materials
HLX NYSE Basic_Materials
HNI NYSE Consumer_Goods
HOG NYSE Consumer_Goods
HON NYSE Industrial_Goods
HOS NYSE Basic_Materials
HOV NYSE Industrial_Goods
HP NYSE Basic_Materials
HPQ NYSE Technology
HRB NYSE Services
HRC NYSE Healthcare
HRG NYSE Conglomerates
HRI NYSE Services
HRL NYSE Consumer_Goods
HRS NYSE Technology
HSC NYSE Basic_Materials
HSY NYSE Consumer_Goods
HTM NYSE Utilities
HTZ NYSE Services
HUM NYSE Healthcare
HUN NYSE Basic_Materials
HUSA NYSE Basic_Materials
HVT NYSE Services
HXL NYSE Industrial_Goods
HZO NYSE Services
IBM NYSE Technology
IDA NYSE Utilities
IDN NYSE Technology
IDT NYSE Technology
IEC NYSE Technology
IEX NYSE Industrial_Goods
IFF NYSE Basic_Materials
IGC NYSE Basic_Materials
IGT NYSE Services
INFU NYSE Healthcare
INGR NYSE Consumer_Goods
INS NYSE Industrial_Goods
INT NYSE Basic_Materials
INTT NYSE Technology
INUV NYSE Services
IO NYSE Basic_Materials
IP NYSE Consumer_Goods
IPG NYSE Services
IRM NYSE Technology
ISDR NYSE Technology
ISR NYSE Healthcare
IT NYSE Technology
ITGR NYSE Healthcare
ITT NYSE Industrial_Goods
ITW NYSE Industrial_Goods
IVC NYSE Healthcare
JBL NYSE Technology
JCI NYSE Consumer_Goods
JCP NYSE Services
JEC NYSE Services
JNJ NYSE Healthcare
JNPR NYSE Technology
JOB NYSE Services
JW-A NYSE Services
JWN NYSE Services
K NYSE Consumer_Goods
KAI NYSE Industrial_Goods
KAMN NYSE Industrial_Goods
KBH NYSE Industrial_Goods
KBR NYSE Services
KEG NYSE Basic_Materials
KEM NYSE Technology
KEX NYSE Services
KFY NYSE Services
KMB NYSE Consumer_Goods
KMG NYSE Basic_Materials
KMT NYSE Industrial_Goods
KMX NYSE Services
KND NYSE Healthcare
KNL NYSE Consumer_Goods
KNX NYSE Services
KO NYSE Consumer_Goods
KOP NYSE Basic_Materials
KR NYSE Services
KRO NYSE Basic_Materials
KS NYSE Consumer_Goods
KSS NYSE Services
KSU NYSE Services
KWR NYSE Basic_Materials
LAD NYSE Services
LB NYSE Services
LBY NYSE Consumer_Goods
LCI NYSE Healthcare
LDL NYSE Consumer_Goods
LDOS NYSE Technology
LEE NYSE Services
LEG NYSE Consumer_Goods
LEN NYSE Industrial_Goods
LEU NYSE Basic_Materials
LGF-A NYSE Services
LGL NYSE Industrial_Goods
LH NYSE Healthcare
LII NYSE Industrial_Goods
LL NYSE Services
LLL NYSE Industrial_Goods
LLY NYSE Healthcare
LMT NYSE Industrial_Goods
LNG NYSE Basic_Materials
LNN NYSE Industrial_Goods
LNT NYSE Utilities
LOV NYSE Technology
LOW NYSE Services
LPX NYSE Services
LRN NYSE Services
LSI NYSE Technology
LUB NYSE Services
LUV NYSE Services
LVS NYSE Services
LXU NYSE Basic_Materials
LYV NYSE Services
LZB NYSE Consumer_Goods
M NYSE Services
MAG NYSE Industrial_Goods
MAN NYSE Services
MAS NYSE Industrial_Goods
MATX NYSE Services
MCD NYSE Services
MCF NYSE Basic_Materials
MCK NYSE Services
MCO NYSE Services
MCS NYSE Services
MD NYSE Healthcare
MDC NYSE Industrial_Goods
MDP NYSE Services
MDR NYSE Basic_Materials
MDT NYSE Healthcare
MDU NYSE Industrial_Goods
MED NYSE Services
MEI NYSE Technology
MGM NYSE Services
MHK NYSE Consumer_Goods
MHO NYSE Industrial_Goods
MIC NYSE Services
MKC NYSE Consumer_Goods
MLI NYSE Industrial_Goods
MLM NYSE Industrial_Goods
MLR NYSE Consumer_Goods
MLSS NYSE Healthcare
MMM NYSE Industrial_Goods
MMP NYSE Basic_Materials
MMS NYSE Services
MNI NYSE Services
MO NYSE Consumer_Goods
MOC NYSE Services
MOD NYSE Consumer_Goods
MOG-A NYSE Industrial_Goods
MOH NYSE Healthcare
MON NYSE Basic_Materials
MOS NYSE Basic_Materials
MOV NYSE Consumer_Goods
MPX NYSE Consumer_Goods
MRK NYSE Healthcare
MRO NYSE Basic_Materials
MSA NYSE Services
MSCI NYSE Technology
MSI NYSE Technology
MSM NYSE Services
MSN NYSE Consumer_Goods
MTD NYSE Healthcare
MTH NYSE Industrial_Goods
MTN NYSE Services
MTOR NYSE Consumer_Goods
MTRN NYSE Basic_Materials
MTW NYSE Industrial_Goods
MTX NYSE Basic_Materials
MTZ NYSE Industrial_Goods
MUR NYSE Basic_Materials
MVO NYSE Basic_Materials
MWA NYSE Industrial_Goods
MYE NYSE Consumer_Goods
NAV NYSE Consumer_Goods
NAVB NYSE Healthcare
NBL NYSE Basic_Materials
NBY NYSE Healthcare
NC NYSE Consumer_Goods
NCI NYSE Services
NCR NYSE Technology
NCS NYSE Industrial_Goods
NEE NYSE Utilities
NEM NYSE Basic_Materials
NEU NYSE Basic_Materials
NFG NYSE Basic_Materials
NFX NYSE Basic_Materials
NGS NYSE Basic_Materials
NHC NYSE Healthcare
NI NYSE Utilities
NJR NYSE Utilities
NKE NYSE Consumer_Goods
NL NYSE Services
NLS NYSE Consumer_Goods
NNVC NYSE Healthcare
NOC NYSE Industrial_Goods
NOG NYSE Basic_Materials
NOV NYSE Basic_Materials
NP NYSE Consumer_Goods
NPK NYSE Industrial_Goods
NPO NYSE Industrial_Goods
NR NYSE Basic_Materials
NRG NYSE Utilities
NRP NYSE Basic_Materials
NS NYSE Basic_Materials
NSC NYSE Services
NSH NYSE Basic_Materials
NSP NYSE Services
NTN NYSE Services
NUE NYSE Basic_Materials
NUS NYSE Consumer_Goods
NVR NYSE Industrial_Goods
NWE NYSE Utilities
NWL NYSE Consumer_Goods
NWN NYSE Utilities
NWY NYSE Services
NX NYSE Industrial_Goods
NYT NYSE Services
OA NYSE Industrial_Goods
OC NYSE Industrial_Goods
ODC NYSE Basic_Materials
OGE NYSE Utilities
OGEN NYSE Healthcare
OI NYSE Consumer_Goods
OII NYSE Basic_Materials
OIS NYSE Basic_Materials
OKE NYSE Utilities
OLN NYSE Basic_Materials
OMC NYSE Services
OMI NYSE Services
OMN NYSE Basic_Materials
ORA NYSE Utilities
ORCL NYSE Technology
ORN NYSE Industrial_Goods
OSK NYSE Consumer_Goods
OXM NYSE Consumer_Goods
OXY NYSE Basic_Materials
PAA NYSE Basic_Materials
PAG NYSE Services
PAR NYSE Technology
PAY NYSE Consumer_Goods
PBH NYSE Healthcare
PBI NYSE Consumer_Goods
PBT NYSE Basic_Materials
PCG NYSE Utilities
PEG NYSE Utilities
PES NYSE Basic_Materials
PFE NYSE Healthcare
PG NYSE Consumer_Goods
PGTI NYSE Industrial_Goods
PH NYSE Industrial_Goods
PHM NYSE Industrial_Goods
PHX NYSE Basic_Materials
PII NYSE Consumer_Goods
PIR NYSE Services
PKD NYSE Basic_Materials
PKE NYSE Technology
PKG NYSE Consumer_Goods
PKI NYSE Healthcare
PLT NYSE Technology
PNM NYSE Utilities
PNW NYSE Utilities
POL NYSE Basic_Materials
POR NYSE Utilities
PPG NYSE Basic_Materials
PPL NYSE Utilities
PQ NYSE Basic_Materials
PRO NYSE Technology
PTN NYSE Healthcare
PVH NYSE Consumer_Goods
PWR NYSE Industrial_Goods
PX NYSE Basic_Materials
PXD NYSE Basic_Materials
QTM NYSE Technology
R NYSE Services
RAD NYSE Services
RBC NYSE Industrial_Goods
RCL NYSE Services
RDC NYSE Basic_Materials
REED NYSE Consumer_Goods
REI NYSE Basic_Materials
REN NYSE Basic_Materials
RES NYSE Basic_Materials
REV NYSE Consumer_Goods
REX NYSE Conglomerates
RGC NYSE Services
RGR NYSE Industrial_Goods
RGS NYSE Services
RHI NYSE Services
RHT NYSE Technology
RL NYSE Consumer_Goods
RLGT NYSE Services
RLH NYSE Services
RMD NYSE Healthcare
RNN NYSE Healthcare
ROG NYSE Technology
ROK NYSE Industrial_Goods
ROL NYSE Services
ROP NYSE Industrial_Goods
ROX NYSE Consumer_Goods
RPM NYSE Basic_Materials
RRC NYSE Basic_Materials
RRD NYSE Services
RS NYSE Basic_Materials
RSG NYSE Industrial_Goods
RTEC NYSE Technology
RTN NYSE Industrial_Goods
RVP NYSE Healthcare
RWC NYSE Technology
RYN NYSE Industrial_Goods
S NYSE Technology
SAH NYSE Services
SAM NYSE Consumer_Goods
SBH NYSE Services
SCCO NYSE Basic_Materials
SCG NYSE Utilities
SCI NYSE Services
SCL NYSE Consumer_Goods
SCS NYSE Consumer_Goods
SCX NYSE Industrial_Goods
SEB NYSE Conglomerates
SEE NYSE Consumer_Goods
SEP NYSE Basic_Materials
SGA NYSE Services
SGU NYSE Basic_Materials
SGY NYSE Basic_Materials
SHW NYSE Basic_Materials
SIF NYSE Industrial_Goods
SJI NYSE Utilities
SJM NYSE Consumer_Goods
SJT NYSE Basic_Materials
SJW NYSE Utilities
SKX NYSE Consumer_Goods
SKY NYSE Industrial_Goods
SLB NYSE Basic_Materials
SM NYSE Basic_Materials
SMG NYSE Basic_Materials
SMP NYSE Consumer_Goods
SNA NYSE Industrial_Goods
SNMP NYSE Basic_Materials
SNX NYSE Services
SO NYSE Utilities
SON NYSE Consumer_Goods
SPA NYSE Technology
SPGI NYSE Services
SPH NYSE Utilities
SPN NYSE Basic_Materials
SPR NYSE Industrial_Goods
SPXC NYSE Industrial_Goods
SR NYSE Utilities
SRE NYSE Utilities
SRI NYSE Consumer_Goods
SRT NYSE Services
SSD NYSE Industrial_Goods
SSI NYSE Services
SSP NYSE Services
SSY NYSE Healthcare
STE NYSE Healthcare
STON NYSE Services
STZ NYSE Consumer_Goods
SUP NYSE Consumer_Goods
SVT NYSE Industrial_Goods
SVU NYSE Services
SWK NYSE Industrial_Goods
SWM NYSE Consumer_Goods
SWN NYSE Basic_Materials
SWX NYSE Utilities
SXI NYSE Industrial_Goods
SXT NYSE Basic_Materials
SYK NYSE Healthcare
SYN NYSE Healthcare
SYX NYSE Technology
SYY NYSE Services
T NYSE Technology
TAP NYSE Consumer_Goods
TAT NYSE Basic_Materials
TBI NYSE Services
TCP NYSE Basic_Materials
TDC NYSE Technology
TDG NYSE Industrial_Goods
TDS NYSE Technology
TDW NYSE Basic_Materials
TDY NYSE Technology
TEN NYSE Consumer_Goods
TER NYSE Technology
TEUM NYSE Technology
TEX NYSE Industrial_Goods
TFX NYSE Healthcare
TG NYSE Consumer_Goods
TGI NYSE Industrial_Goods
TGNA NYSE Services
TGT NYSE Services
THC NYSE Healthcare
THO NYSE Consumer_Goods
THS NYSE Consumer_Goods
TIF NYSE Services
TIS NYSE Consumer_Goods
TISI NYSE Services
TJX NYSE Services
TKR NYSE Industrial_Goods
TLP NYSE Basic_Materials
TLRD NYSE Services
TMO NYSE Healthcare
TNC NYSE Industrial_Goods
TNH NYSE Basic_Materials
TOL NYSE Industrial_Goods
TPC NYSE Industrial_Goods
TPX NYSE Consumer_Goods
TR NYSE Consumer_Goods
TREC NYSE Basic_Materials
TREX NYSE Industrial_Goods
TRI NYSE Services
TRK NYSE Services
TRN NYSE Services
TRT NYSE Technology
TRTN NYSE Services
TRXC NYSE Healthcare
TSN NYSE Consumer_Goods
TTC NYSE Industrial_Goods
TTI NYSE Basic_Materials
TUP NYSE Consumer_Goods
TWI NYSE Industrial_Goods
TWX NYSE Services
TXT NYSE Industrial_Goods
TYL NYSE Technology
UAA NYSE Consumer_Goods
UAL NYSE Services
UAMY NYSE Basic_Materials
UEC NYSE Basic_Materials
UFI NYSE Industrial_Goods
UGI NYSE Utilities
UHS NYSE Healthcare
UIS NYSE Technology
UNF NYSE Consumer_Goods
UNH NYSE Healthcare
UNP NYSE Services
UNT NYSE Basic_Materials
UPS NYSE Services
UQM NYSE Consumer_Goods
URI NYSE Services
USG NYSE Industrial_Goods
USM NYSE Technology
USNA NYSE Healthcare
USPH NYSE Healthcare
UTI NYSE Services
UTL NYSE Utilities
UTX NYSE Industrial_Goods
UVV NYSE Consumer_Goods
UWN NYSE Services
VAR NYSE Healthcare
VFC NYSE Consumer_Goods
VG NYSE Technology
VGR NYSE Consumer_Goods
VGZ NYSE Basic_Materials
VHC NYSE Technology
VHI NYSE Basic_Materials
VISI NYSE Services
VLO NYSE Basic_Materials
VMC NYSE Industrial_Goods
VMI NYSE Industrial_Goods
VMW NYSE Technology
VSH NYSE Technology
VST NYSE Utilities
VVC NYSE Utilities
VVI NYSE Services
VZ NYSE Technology
WAB NYSE Services
WAT NYSE Healthcare
WBC NYSE Consumer_Goods
WCC NYSE Services
WCG NYSE Healthcare
WCN NYSE Industrial_Goods
WEC NYSE Utilities
WEX NYSE Services
WG NYSE Basic_Materials
WGL NYSE Utilities
WGO NYSE Consumer_Goods
WHR NYSE Consumer_Goods
WLK NYSE Basic_Materials
WLL NYSE Basic_Materials
WM NYSE Industrial_Goods
WMB NYSE Basic_Materials
WMK NYSE Services
WMT NYSE Services
WNC NYSE Consumer_Goods
WOR NYSE Basic_Materials
WP NYSE Services
WR NYSE Utilities
WSM NYSE Services
WSO NYSE Services
WST NYSE Healthcare
WTI NYSE Basic_Materials
WTR NYSE Utilities
WTS NYSE Industrial_Goods
WTT NYSE Technology
WTW NYSE Services
WWE NYSE Services
WWW NYSE Consumer_Goods
WY NYSE Industrial_Goods
WYN NYSE Services
WYY NYSE Technology
X NYSE Basic_Materials
XEC NYSE Basic_Materials
XOM NYSE Basic_Materials
XOXO NYSE Services
XPL NYSE Basic_Materials
XPO NYSE Services
XRM NYSE Industrial_Goods
XRX NYSE Technology
YUM NYSE Services
YUMA NYSE Basic_Materials
ZBH NYSE Healthcare
